le,method,min,max,avg,sum,last,integral
0.25,iam.v1.IamTokenService/CreateForAccessKey,0,0.011047701992421286,0.00306242127835972,1.518960954066421,0.006823073611708468,1836.610305958132
0.0025,iam.v1.IamCookieService/Revoke,0,0.012797564478669962,0.003080536434636658,1.5279460715797824,0.004140658631081126,1845.2039720880312
0.25,iam.v1.IamTokenService/CreateForService,0,0.021278979749827353,0.00367166841417922,1.821147533432893,0.0075835844454011465,2198.4530327428874
0.05,iam.v1.IamCookieService/CreateForSubject,0,0.03164255082915753,0.003968522858727098,1.9683873379286405,0.003511533218539271,2381.969404186797
0.25,iam.v1.IamCredentialService/Revoke,0,0.018335166850017917,0.004071193864230843,2.019312156658498,0.0006815898981204425,2445.97423510467
0.05,iam.v1.IamTokenService/CreateForAccessKey,0,0.01579880210243219,0.004272434785294539,2.1191276535060912,0.0038985148514854486,2554.432098765431
0.075,iam.v1.IamCredentialService/Revoke,0,0.01798883592062897,0.004461060814408282,2.212686163946508,0.005808311809442805,2670.67686527107
0.5,iam.v1.IamTokenService/CreateForSubject,0,0.10157949822760066,0.004672551335181309,2.3175854622499297,0.004156353135313831,2797.20987654321
0.75,iam.v1.IamTokenService/CreateForServiceAccount,0,0.12723587173532117,0.00480187010322096,2.3145013897525026,0.012333638255130317,2805.175684380036
0.1,iam.v1.IamCredentialService/Revoke,0.00040744815222295395,0.03508128590636819,0.004957165905801536,2.458754289277562,0.0064890048787488355,2973.504025764896
0.1,iam.v1.IamTokenService/CreateForComputeInstance,0.0003870757446108682,0.0203214765921051,0.0058795896991392545,2.91627649077307,0.011657429329888846,3522.3789586688135
0.075,iam.v1.IamTokenService/Revoke,0.00042782055983353883,0.014820926537097098,0.006616687621959435,3.2818770604918797,0.004791307935141862,3964.8325281803554
0.25,iam.v1.IamTokenService/Revoke,0.00037688954080595095,0.01798883592062897,0.0073420965901847155,3.6416799087316187,0.004001650165016802,4409.814814814814
0.005,iam.v1.awscompatibility.PresignUrlService/Create,0,0.04140691846962552,0.007436799355614745,3.6886524803849134,0.006916343808294043,4453.190016103059
0.1,iam.v1.IamTokenService/Revoke,0.0012427168642794467,0.015476918062176992,0.008024820471372363,3.980310953800692,0.0028456378246515344,4811.70477724101
0.01,iam.v1.awscompatibility.TemporaryAccessKeyService/Create,0.000040744815222670594,0.0364200077415142,0.008161005587468517,4.0478587713843845,0.003151904864399653,4891.831991411702
